"Species" "scientificName" "taxonRank" "GBIF_status" "GBIF_accepted" "Genus" "Family" "Order" "Class" "Phylum" "Group" "Source" "originCH" "originEUR" "swissRedListCategory" "europeanRegionalRedListCategory" "iucnRedListCategory" "EcoTer" "EcoFresh" "EcoMar" "Fos" "Ter" "Aqu" "Arb" "Aer" "Habitat_water" "Habitat_wetlands" "Habitat_rocks" "Habitat_grassland" "Habitat_forests" "Habitat_deciduous" "Habitat_coniferous" "Habitat_mixed" "Habitat_pioneer" "Habitat_urban" "Habitat_green_urban" "Habitat_agricultural" "Habitat_bushes" "Habitat_transitional" "Habitat_heathland" "Habitat_sand" "RangeSize_km2" "BodyMass_g" "BodyLength_mm" "Litter_size" "Reproductive_mode" "Age_at_maturity_y" "First_breeding_y" "Longevity_max_y" "Activity" "Diet" "Diet_Inv" "Diet_Vert" "Diet_Scav" "Diet_Fruit" "Diet_Nect" "Diet_Seed" "Diet_Plant" "Verticality" "MajorHabitatSum" "HabitatBreadth" "PropUrbanArea" "PropCroplandArea" "PropPastureArea" "PropRangeLandArea" "AnnuMeanTemp" "AnnuPrecip" "TempSeasonality" "PrecipSeasonality" "Elevation" "Dispersal_km" "Head_length_mm" "Eye_diameter_mm" "Interorbital_dist_mm" "Internarial_dist_mm" "Eye_nostril_dist_mm" "MISSING_ALL_TRAITS"
"Hyla arborea" "Hyla arborea (Linnaeus, 1758)" "SPECIES" "accepted" "Hyla arborea (Linnaeus, 1758)" "Hyla" "Hylidae" "Anura" "Amphibia" "Chordata" "Amphibians" "SPEED2ZERO" "INN" "No" "VU" "LC" "CRITICALLY_ENDANGERED" 1 1 0 0 1 1 1 0 1 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 5529700 9.5 50 1100 "Oviparous" 1.5 NA 22 "Crepuscular" "Carnivorous" 1 0 NA 0 0 0 0 0.75 7 NA 0.007635246 0.193291875 0.070585242 0.002464521 10.01272156 725.9959842 7213.320334 32.0526719 469.5221187 NA 9.2 3.1 6.3 1.5 3.1 "NO"
"Hyla intermedia" "Hyla intermedia Boulenger, 1882" "SPECIES" "accepted" "Hyla intermedia Boulenger, 1882" "Hyla" "Hylidae" "Anura" "Amphibia" "Chordata" "Amphibians" "SPEED2ZERO" "INR" "Yes" "EN" "LC" "LEAST_CONCERN" 1 1 0 0 1 1 1 0 1 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 508200 6.27 43.93 1400 "Oviparous" 1.5 NA 7 "Cathemeral" "Carnivorous" 1 0 NA 0 0 0 0 0.75 3 NA 0.013669455 0.146999453 0.048615923 0 13.02099706 821.494768 6370.302823 32.85835534 430.5080248 NA 12.415 4.275 4.6 3.4 3.3 "NO"
"Hyla meridionalis" "Hyla meridionalis Boettger, 1874" "SPECIES" "accepted" "Hyla meridionalis Boettger, 1874" "Hyla" "Hylidae" "Anura" "Amphibia" "Chordata" "Amphibians" "EEA" NA "No" NA "LC" "LEAST_CONCERN" 1 1 0 0 1 1 1 0 1 1 0 1 1 0 0 0 0 0 0 0 1 0 0 0 1633500 3.11 65 900 "Oviparous" 1.5 NA 11 "Nocturnal" "Omnivorous" 1 0 NA 0 0 0 1 0.75 6 NA 0.005973476 0.227673286 0.052631035 0.005906957 16.02170682 540.4644689 5826.01419 52.63903841 547.3348633 NA 16.6 5.5 3.2 2.515 4.2 "NO"
"Hyla sarda" "Hyla sarda (De Betta, 1853)" "SPECIES" "accepted" "Hyla sarda (De Betta, 1853)" "Hyla" "Hylidae" "Anura" "Amphibia" "Chordata" "Amphibians" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 1 1 0 0 1 1 1 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 108900 4 50 625 "Oviparous" 1.5 NA 5 "Crepuscular" "Carnivorous" 1 0 NA 0 0 0 0 0.75 4 NA 0.002613401 0.053371048 0.039341407 0 15.09625606 702.7008152 5155.656159 51.10647513 180.4537616 NA 12.6 3.375 4.92 3.4 3.1 "NO"
"Hyla savignyi" "Hyla savignyi Audouin, 1827" "SPECIES" "accepted" "Hyla savignyi Audouin, 1827" "Hyla" "Hylidae" "Anura" "Amphibia" "Chordata" "Amphibians" "EEA" NA "No" NA "LC" "LEAST_CONCERN" 1 1 0 0 1 1 1 0 1 1 0 1 0 0 0 0 0 0 0 1 1 0 0 0 1730300 164.75 49 600 "Oviparous" 3.5 NA 17 "Crepuscular" "Carnivorous" 1 0 NA 0 0 0 0 0.75 7 NA 0.006763927 0.175238729 0.055704763 0.096025741 15.30286512 480.3988674 8348.322743 77.73467819 1199.381918 NA 25.88 10 16.82 6.55 7.93 "NO"
"Ichthyosaura alpestris" "Ichthyosaura alpestris (Laurenti, 1768)" "SPECIES" "accepted" "Ichthyosaura alpestris (Laurenti, 1768)" "Ichthyosaura" "Salamandridae" "Urodela" "Amphibia" "Chordata" "Amphibians" "SPEED2ZERO" "INN" "Yes" "LC" "LC" "LEAST_CONCERN" 1 1 0 0 1 1 1 0 1 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 2395800 3.9 87.5 131.5 "Oviparous" 2.5 NA 20 "Cathemeral" "Carnivorous" 1 0 NA 0 0 0 0 0.5 6 NA 0.011201256 0.159501649 0.073440532 0 9.352783825 877.6274487 6556.878149 23.8177383 479.1684485 NA 18.75 10 6.3 4.31 5.1 "NO"
"Lacerta helveticus" "Lacerta helvetica Razoumovsky, 1789" "SPECIES" "synonym" "Lissotriton helveticus (Razoumovsky, 1789)" "Lissotriton" "Salamandridae" "Caudata" "Amphibia" "Chordata" "Amphibians" "FaunaEuropeae" "INN" "Yes" "VU" "LC" "LEAST_CONCERN" 1 1 0 0 1 1 1 0 1 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 1730300 1.8 95 460 "Oviparous" 3.5 NA 11 "Nocturnal" "Carnivorous" 1 1 NA 0 0 0 0 0.5 5 NA 0.012454829 0.159738533 0.084705272 0 10.44156586 915.8734912 5279.800786 19.06143828 298.4750974 NA 16.6 5.1 2.25 3.8 2.915 "NO"
"Lacerta salamandra" "Lacerta salamandra Linnaeus, 1758" "SPECIES" "homotypic synonym" "Salamandra salamandra (Linnaeus, 1758)" "Salamandra" "Salamandridae" "Caudata" "Amphibia" "Chordata" "Amphibians" "FaunaEuropeae" "INN" "Yes" "VU" "LC" "VULNERABLE" 1 1 0 1 1 1 0 0 1 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 3327500 35.8 280 31 "Viviparous" 3.5 NA 24 "Crepuscular" "Carnivorous" 1 0 NA 0 0 0 0 0.25 3 NA 0.009126111 0.173400949 0.073606199 0 10.68731892 833.2543079 6556.590196 28.40754523 452.4364227 NA 22.53 6.975 10.335 6.235 2.915 "NO"
"Lacerta vulgaris" "Lacerta vulgaris Linnaeus, 1758" "SPECIES" "homotypic synonym" "Lissotriton vulgaris (Linnaeus, 1758)" "Lissotriton" "Salamandridae" "Caudata" "Amphibia" "Chordata" "Amphibians" "FaunaEuropeae" "INN" "No" "EN" "LC" "LEAST_CONCERN" 1 1 0 0 1 1 1 0 1 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 9922000 3.1 110 300 "Oviparous" 2.5 NA 20 "Cathemeral" "Carnivorous" 1 1 NA 0 0 0 0 0.5 6 NA 0.005566743 0.134244515 0.051109751 0.002422195 6.425889976 683.5050218 8544.95642 31.36536361 253.7066096 NA 11.35 5.4 6.3 4.2 3.1 "NO"
"Lissotriton boscai" "Lissotriton boscai (Lataste, 1879)" "SPECIES" "accepted" "Lissotriton boscai (Lataste, 1879)" "Lissotriton" "Salamandridae" "Caudata" "Amphibia" "Chordata" "Amphibians" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 1 1 0 0 1 1 1 0 1 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 399300 1.77 100 250 "Oviparous" 3 NA 8 "Nocturnal" "Omnivorous" 1 1 NA 0 0 0 1 0.5 6 NA 0.006892566 0.140133182 0.08624111 0 14.51851965 852.2775894 5274.09337 50.36717631 449.61784 NA 12.5 5.1 4.4 4.445 3 "NO"
"Lissotriton helveticus" "Lissotriton helveticus (Razoumovsky, 1789)" "SPECIES" "accepted" "Lissotriton helveticus (Razoumovsky, 1789)" "Lissotriton" "Salamandridae" "Urodela" "Amphibia" "Chordata" "Amphibians" "SPEED2ZERO" "INN" "Yes" "VU" "LC" "LEAST_CONCERN" 1 1 0 0 1 1 1 0 1 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 1730300 1.8 95 460 "Oviparous" 3.5 NA 11 "Nocturnal" "Carnivorous" 1 1 NA 0 0 0 0 0.5 5 NA 0.012454829 0.159738533 0.084705272 0 10.44156586 915.8734912 5279.800786 19.06143828 298.4750974 NA 13.83 4.2 4.4 2.515 3.1 "NO"
"Lissotriton italicus" "Lissotriton italicus (Peracca, 1898)" "SPECIES" "accepted" "Lissotriton italicus (Peracca, 1898)" "Lissotriton" "Salamandridae" "Caudata" "Amphibia" "Chordata" "Amphibians" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 1 1 0 0 1 1 1 0 1 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 217800 0.98 80 400 "Oviparous" 3 NA 10 "Nocturnal" "Carnivorous" 1 0 NA 0 0 0 0 0.5 5 NA 0.010174899 0.141220142 0.060303254 0 14.3403547 722.5694294 6011.677727 36.58396909 337.3142486 NA 12.415 4.275 4.92 3.4 3.37 "NO"
"Lissotriton montandoni" "Lissotriton montandoni (Boulenger, 1880)" "SPECIES" "accepted" "Lissotriton montandoni (Boulenger, 1880)" "Lissotriton" "Salamandridae" "Caudata" "Amphibia" "Chordata" "Amphibians" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 1 1 0 0 1 1 0 0 1 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 302500 2.6 100 250 "Oviparous" 3 NA 11 "Cathemeral" "Carnivorous" 1 1 NA 0 0 0 0 0.5 4 NA 0.006845282 0.132788763 0.065228537 0 7.330953828 768.3123781 7841.63925 38.37788169 602.6580141 NA 10.1133333315 3.6 4.4 4.445 3.3 "NO"
"Lissotriton vulgaris" "Lissotriton vulgaris (Linnaeus, 1758)" "SPECIES" "accepted" "Lissotriton vulgaris (Linnaeus, 1758)" "Lissotriton" "Salamandridae" "Urodela" "Amphibia" "Chordata" "Amphibians" "SPEED2ZERO" "INN" "No" "EN" "LC" "LEAST_CONCERN" 1 1 0 0 1 1 1 0 1 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 9922000 3.1 110 300 "Oviparous" 2.5 NA 20 "Cathemeral" "Carnivorous" 1 1 NA 0 0 0 0 0.5 6 NA 0.005566743 0.134244515 0.051109751 0.002422195 6.425889976 683.5050218 8544.95642 31.36536361 253.7066096 NA 13.83 4.2 6.3 3.4 3.3 "NO"
"Lithobates catesbeianus" "Lithobates catesbeianus (Shaw, 1802)" "SPECIES" "accepted" "Lithobates catesbeianus (Shaw, 1802)" "Lithobates" "Ranidae" "Anura" "Amphibia" "Chordata" "Amphibians" "EEA" NA "No" NA NA "LEAST_CONCERN" 1 1 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11979000 467.8 203 16750 "Oviparous" 3 NA 16 "Cathemeral" "Omnivorous" 1 1 NA 0 0 0 1 0.5 2 NA 0.012408769 0.125550989 0.059664533 0.11183093 13.52126086 926.5484644 7659.319554 37.49194318 604.2974774 NA 20.29 9 19.6 7.2 5.48 "NO"
"Lyciasalamandra helverseni" "Lyciasalamandra helverseni (Pieper, 1963)" "SPECIES" "accepted" "Lyciasalamandra helverseni (Pieper, 1963)" "Lyciasalamandra" "Salamandridae" "Caudata" "Amphibia" "Chordata" "Amphibians" "EEA" NA "Yes" NA "VU" "VULNERABLE" 1 0 0 0 1 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 24200 17 140 15000 "Viviparous" 3 NA 12 "Nocturnal" "Carnivorous" 1 0 NA 0 0 0 0 0.5 2 NA 1.21459e-05 0.004864358 0 0 18.32000184 608.4703168 4863.572251 93.69750486 10.02922162 NA 16.6 3.6 7.5 3.5 7.93 "NO"
"Lyciasalamandra luschani" "Lyciasalamandra luschani (Steindachner, 1891)" "SPECIES" "accepted" "Lyciasalamandra luschani (Steindachner, 1891)" "Lyciasalamandra" "Salamandridae" "Caudata" "Amphibia" "Chordata" "Amphibians" "EEA" NA "No" NA NA "VULNERABLE" 1 0 0 0 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 24200 7.8 181 2 "Viviparous" 3 NA 10 "Nocturnal" "Carnivorous" 1 0 NA 0 0 0 0 0.5 2 NA 0.002502534 0.119534598 0.031174527 0 13.26890716 731.2742414 7355.850795 80.10636946 829.0107928 NA 13.83 4.275 2.25 3.95 2.58 "NO"
"Megapterna montanus" "Megapterna montana Savi, 1838" "SPECIES" "synonym" "Euproctus montanus (Savi, 1838)" "Euproctus" "Salamandridae" "Caudata" "Amphibia" "Chordata" "Amphibians" "FaunaEuropeae" NA "Yes" NA "LC" "LEAST_CONCERN" 1 1 0 1 1 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 48400 2.5 130 60 "Oviparous" 3.5 NA 10 "Nocturnal" "Carnivorous" 1 0 NA 0 0 0 0 0.25 3 NA 0.000614716 0.0047213 0.004769384 0 13.6877031 818.7562478 5175.394269 46.99757081 153.7600523 NA 16.6 3.6 4.4 3.95 3.5 "NO"
"Mertensiella luschani" "Mertensiella luschani (Steindachner, 1891)" "SPECIES" "synonym" "Lyciasalamandra luschani (Steindachner, 1891)" "Lyciasalamandra" "Salamandridae" "Caudata" "Amphibia" "Chordata" "Amphibians" "FaunaEuropeae" NA "No" NA NA "VULNERABLE" 1 0 0 0 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 24200 7.8 181 2 "Viviparous" 3 NA 10 "Nocturnal" "Carnivorous" 1 0 NA 0 0 0 0 0.5 2 NA 0.002502534 0.119534598 0.031174527 0 13.26890716 731.2742414 7355.850795 80.10636946 829.0107928 NA 13.83 4.275 6.3 3.95 2.58 "NO"
"Mesotriton alpestris" "Mesotriton alpestris (Laurenti, 1768)" "SPECIES" "synonym" "Ichthyosaura alpestris (Laurenti, 1768)" "Ichthyosaura" "Salamandridae" "Caudata" "Amphibia" "Chordata" "Amphibians" "EEA" "INN" "Yes" "LC" "LC" "LEAST_CONCERN" 1 1 0 0 1 1 1 0 1 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 2395800 3.9 87.5 131.5 "Oviparous" 2.5 NA 20 "Cathemeral" "Carnivorous" 1 0 NA 0 0 0 0 0.5 6 NA 0.011201256 0.159501649 0.073440532 0 9.352783825 877.6274487 6556.878149 23.8177383 479.1684485 NA 14.75 4 4.15 4.2708333335 3.3 "NO"
"Molge italicus" "Molge italica Peracca, 1898" "SPECIES" "synonym" "Lissotriton italicus (Peracca, 1898)" "Lissotriton" "Salamandridae" "Caudata" "Amphibia" "Chordata" "Amphibians" "FaunaEuropeae" NA "Yes" NA "LC" "LEAST_CONCERN" 1 1 0 0 1 1 1 0 1 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 217800 0.98 80 400 "Oviparous" 3 NA 10 "Nocturnal" "Carnivorous" 1 0 NA 0 0 0 0 0.5 5 NA 0.010174899 0.141220142 0.060303254 0 14.3403547 722.5694294 6011.677727 36.58396909 337.3142486 NA 12.415 4.275 4.15 3.4 3.37 "NO"
"Molge luschani" "Molge luschani Steindachner, 1891" "SPECIES" "homotypic synonym" "Lyciasalamandra luschani (Steindachner, 1891)" "Lyciasalamandra" "Salamandridae" "Caudata" "Amphibia" "Chordata" "Amphibians" "FaunaEuropeae" NA "No" NA NA "VULNERABLE" 1 0 0 0 1 1 1 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 24200 7.8 181 2 "Viviparous" 3 NA 10 "Nocturnal" "Carnivorous" 1 0 NA 0 0 0 0 0.5 2 NA 0.002502534 0.119534598 0.031174527 0 13.26890716 731.2742414 7355.850795 80.10636946 829.0107928 NA 13.83 4.275 6.3 3.95 2.58 "NO"
"Molge platycephalus" "Molge platycephala Gravenhorst, 1829" "SPECIES" "synonym" "Euproctus platycephalus (Gravenhorst, 1829)" "Euproctus" "Salamandridae" "Caudata" "Amphibia" "Chordata" "Amphibians" "FaunaEuropeae" NA "Yes" NA "EN" "ENDANGERED" 1 1 0 1 1 1 1 0 1 1 1 0 1 0 0 0 0 0 0 0 1 0 0 0 24200 5.1 150 220 "Oviparous" 2.5 NA 11 "Diurnal" "Carnivorous" 1 0 NA 0 0 0 0 0.25 5 NA 0.003117396 0.055980435 0.052803781 0 14.9531903 695.389621 5216.180045 51.00824924 289.63405 NA 12.5 4.1 4.15 3.4 3.3 "NO"
"Pelobates cultripes" "Pelobates cultripes (Cuvier, 1829)" "SPECIES" "accepted" "Pelobates cultripes (Cuvier, 1829)" "Pelobates" "Pelobatidae" "Anura" "Amphibia" "Chordata" "Amphibians" "EEA" NA "Yes" NA "NT" "VULNERABLE" 1 1 0 1 1 1 1 0 1 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 871200 40 110 2500 "Oviparous" 2.5 NA 15 "Nocturnal" "Carnivorous" 1 0 NA 0 0 0 0 0.25 5 NA 0.006986245 0.207278215 0.057603812 0 14.12562329 646.0142339 5897.504082 42.49476882 580.4573008 NA 16.6 5.1 6.3 2.515 3.3 "NO"
"Pelobates fuscus" "Pelobates fuscus (Laurenti, 1768)" "SPECIES" "accepted" "Pelobates fuscus (Laurenti, 1768)" "Pelobates" "Pelobatidae" "Anura" "Amphibia" "Chordata" "Amphibians" "EEA" NA "No" NA "LC" "REGIONALLY_EXTINCT" 1 1 0 1 1 1 1 0 1 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 5868500 29.4 80 1522.5 "Oviparous" 1.75 NA 11 "Nocturnal" "Carnivorous" 1 0 NA 0 0 0 0 0.25 6 NA 0.005227608 0.195799027 0.061156586 0.048125575 7.267307957 567.8105901 9332.105609 29.16975517 204.1900258 NA 17.45 4.8333333335 6.3 3.5 2.915 "NO"
"Pelobates syriacus" "Pelobates syriacus Boettger, 1889" "SPECIES" "accepted" "Pelobates syriacus Boettger, 1889" "Pelobates" "Pelobatidae" "Anura" "Amphibia" "Chordata" "Amphibians" "EEA" NA "No" NA "LC" "LEAST_CONCERN" 1 1 0 1 1 1 1 0 1 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 1585100 102.87 90 5000 "Oviparous" 2.5 NA 11 "Cathemeral" "Carnivorous" 1 0 NA 0 0 0 0 0.25 7 NA 0.006202449 0.176892885 0.08730849 0.028221835 12.44866282 607.7686682 7643.777804 47.21787182 710.9874562 NA 16.6 4.8333333335 3.2 3.75 3 "NO"
"Pelodytes ibericus" "Pelodytes ibericus Sánchez-Herraíz, Barbadillo-Escrivá, Machordom & Sanchíz, 2000" "SPECIES" "accepted" "Pelodytes ibericus Sánchez-Herraíz, Barbadillo-Escrivá, Machordom & Sanchíz, 2000" "Pelodytes" "Pelodytidae" "Anura" "Amphibia" "Chordata" "Amphibians" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 1 1 0 1 1 1 1 0 1 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 217800 4.87 40.72 227.5 "Oviparous" 1 NA 10 "Cathemeral" "Carnivorous" 1 0 NA 0 0 0 0 0.25 5 NA 0.005967093 0.234245307 0.094191789 0 16.50772502 610.4390204 5945.786146 58.11754151 366.4207121 NA 10.82 3.375 4.92 2.785 2.915 "NO"
"Pelodytes punctatus" "Pelodytes punctatus (Daudin, 1802)" "SPECIES" "accepted" "Pelodytes punctatus (Daudin, 1802)" "Pelodytes" "Pelodytidae" "Anura" "Amphibia" "Chordata" "Amphibians" "EEA" NA "Yes" NA "LC" "LEAST_CONCERN" 1 1 0 1 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1294700 3.03 50 1500 "Oviparous" 1 NA 10 "Nocturnal" "Carnivorous" 1 0 NA 0 0 0 0 0.25 4 NA 0.007847971 0.206813081 0.070422345 0 12.19713542 749.2367062 5647.019302 25.52589442 436.8511934 NA 12.415 4.02 2.25 2.815 3.37 "NO"
"Pelonectes boscai" "Pelonectes boscai Lataste, 1879" "SPECIES" "homotypic synonym" "Lissotriton boscai (Lataste, 1879)" "Lissotriton" "Salamandridae" "Caudata" "Amphibia" "Chordata" "Amphibians" "FaunaEuropeae" NA "Yes" NA "LC" "LEAST_CONCERN" 1 1 0 0 1 1 1 0 1 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 399300 1.77 100 250 "Oviparous" 3 NA 8 "Nocturnal" "Omnivorous" 1 1 NA 0 0 0 1 0.5 6 NA 0.006892566 0.140133182 0.08624111 0 14.51851965 852.2775894 5274.09337 50.36717631 449.61784 NA 13.83 5.45 6.3 4.445 3.1 "NO"
"Pelophylax bedriagae" "Pelophylax bedriagae (Camerano, 1882)" "SPECIES" "accepted" "Pelophylax bedriagae (Camerano, 1882)" "Pelophylax" "Ranidae" "Anura" "Amphibia" "Chordata" "Amphibians" "InfoSpecies" NA "No" NA "LC" "LEAST_CONCERN" 1 1 0 0 1 1 1 0 1 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 847000 77.11 95.2 10000 "Oviparous" 2.5 NA 11 "Diurnal" "Carnivorous" 1 1 NA 0 0 0 0 0.5 6 NA 0.013866342 0.185219814 0.060656477 0.00821663 15.94019999 540.0481029 6762.783502 76.37402106 496.5867082 NA 17.7625 5.5 6.3 4.7 3.3 "NO"
"Pelophylax bergeri" "Pelophylax bergeri (Günther, 1986)" "SPECIES" "accepted" "Pelophylax bergeri (Günther, 1986)" "Pelophylax" "Ranidae" "Anura" "Amphibia" "Chordata" "Amphibians" "InfoSpecies" NA "Yes" NA "LC" "LEAST_CONCERN" 1 1 0 0 1 1 1 0 0 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 496100 29.4 80 3000 "Oviparous" 1.5 NA 6 "Nocturnal" "Carnivorous" 1 0 NA 0 0 0 0 0.5 5 NA 0.0108308 0.142956868 0.047473777 0 14.25004014 735.997914 6080.724485 36.98351286 308.7429195 NA 16.6 5.1 2.25 3.85 3.5 "NO"
"Pelophylax cerigensis" "Pelophylax cerigensis (Beerli, Hotz, Tunner, Heppich & Uzzell, 1994)" "SPECIES" "accepted" "Pelophylax cerigensis (Beerli, Hotz, Tunner, Heppich & Uzzell, 1994)" "Pelophylax" "Ranidae" "Anura" "Amphibia" "Chordata" "Amphibians" "EEA" NA "Yes" NA "CR" "CRITICALLY_ENDANGERED" 1 1 0 0 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 12100 17 70 15000 "Oviparous" 2.5 NA 8 "Nocturnal" "Carnivorous" 1 0 NA 0 0 0 0 0.5 2 NA 0 0.004199295 0 0 18.41244726 615.4915612 4902.146624 94.85759494 8.701899093 NA 14.75 5.5 2.25 4.445 3.5 "NO"
"Pelophylax cretensis" "Pelophylax cretensis (Beerli, Hotz, Tunner, Heppich & Uzzell, 1994)" "SPECIES" "accepted" "Pelophylax cretensis (Beerli, Hotz, Tunner, Heppich & Uzzell, 1994)" "Pelophylax" "Ranidae" "Anura" "Amphibia" "Chordata" "Amphibians" "EEA" NA "Yes" NA "EN" "VULNERABLE" 1 1 0 0 1 1 1 0 1 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 48400 77.11 80 15000 "Oviparous" 2 NA 9 "Nocturnal" "Carnivorous" 1 0 NA 0 0 0 0 0.5 4 NA 0.000762853 0.035427721 0.0511416 0 16.43337445 681.2612481 4744.348285 85.79583697 106.8574191 NA 10.1133333315 5.1 6.3 3.95 3.5 "NO"
"Pelophylax epeiroticus" "Pelophylax epeiroticus (Schneider, Sofianidou & Kyriakopoulou-Sklavounou, 1984)" "SPECIES" "accepted" "Pelophylax epeiroticus (Schneider, Sofianidou & Kyriakopoulou-Sklavounou, 1984)" "Pelophylax" "Ranidae" "Anura" "Amphibia" "Chordata" "Amphibians" "EEA" NA "Yes" NA "VU" "NEAR_THREATENED" 1 1 0 0 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 72600 59.02 85 2575 "Oviparous" 1 NA 5 "Diurnal" "Carnivorous" 1 0 NA 0 0 0 0 0.5 3 NA 0.001771699 0.092131824 0.097515743 0 14.24465731 982.0999263 6528.721897 63.85015666 354.4017527 NA 16.6 3.6 6.3 4.445 3.3 "NO"
"Pelophylax esculentus" "Pelophylax esculentus (Linnaeus, 1758)" "SPECIES" "synonym" "Pelophylax lessonae (Camerano, 1882)" "Pelophylax" "Ranidae" "Anura" "Amphibia" "Chordata" "Amphibians" "SPEED2ZERO" "INN" "Yes" "VU" "LC" "LEAST_CONCERN" 1 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4041400 250 116.4 3250 "Oviparous" 3 NA 10 "Nocturnal" "Carnivorous" 1 0 NA 0 0 0 0 0.5 7 NA 0.008652043 0.21246176 0.068057788 0.00053363 8.542699735 687.92537 7715.087317 27.09851312 246.2606596 NA 16.6 4.9 6.3 3.5 2.915 "NO"
"Pelophylax esculentus aggr." "Pelophylax esculentus (Linnaeus, 1758)" "AGGREGATE" "synonym" "Pelophylax lessonae (Camerano, 1882)" "Pelophylax" "Ranidae" "Anura" "Amphibia" "Chordata" "Amphibians" "InfoSpecies" "INN" "Yes" "VU" "LC" "LEAST_CONCERN" 1 1 0 0 1 1 1 0 1 1 0 1 1 0 0 0 0 0 0 1 1 0 0 0 4259200 162.7 118.2 3250 "Oviparous" 3 NA 10 "Cathemeral" "Carnivorous" 1 0 NA 0 0 0 0 0.625 7 NA 0.008271366 0.20094475 0.0646793865 0.000439878 8.1453780035 683.6556281 7888.0082755 27.50576136 233.6728337 NA 16.6 5.5 6.3 4.445 3.5 "NO"
"Pelophylax grafi" NA "SPECIES" NA "unresolved_accepted2_1" "Pelophylax" "Ranidae" "Anura" "Amphibia" "Chordata" "Amphibians" "EEA" NA "Yes" NA "NT" NA 1 1 0 0 1 1 1 0 1 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 375100 57.865 111 6835 "Oviparous" 2.5 NA 12 "Cathemeral" "Carnivorous" 1 1 NA 0 0 0 0 0.5 6 NA 0.007805631 0.148062739 0.051221276 0.037579008 15.70073163 563.6182727 7467.201692 69.9866098 774.4948346 NA 18.75 5.45 7.5 6 3.37 "NO"
"Pelophylax hispanicus" NA "SPECIES" NA "unresolved_accepted2_2" "Pelophylax" "Ranidae" "Anura" "Amphibia" "Chordata" "Amphibians" "EEA" NA "Yes" NA "LC" NA 1 1 0 0 1 1 1 0 1 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 411400 18.4 87.5 1100 "Oviparous" 2.5 NA 11 "Cathemeral" "Carnivorous" 1 0 NA 0 0 0 0 0.5 5 NA 0.011438672 0.151379443 0.049562416 0 14.29588341 728.8801379 6133.623724 36.22953369 315.9411078 NA 10.1133333315 4.9 4.6 4.65 3.3 "NO"
